model,method,guesser_model,board_seed,board_style,trial,status,stage,outcome,game_length,targets_found,target_recovery_rate,assassin_hit,codemaster_attempts,codemaster_rejected,codemaster_compliance_rate,codemaster_call_failures,guesser_attempts,guesser_rejected,guesser_compliance_rate,guesser_call_failures,terminal_error,error
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_0,0,ok,,win,9,9,1.0,False,10,1,0.9,0,17,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_50,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,2,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_50,0,ok,,win,10,9,1.0,False,11,1,0.9090909090909091,0,18,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_50,0,ok,,win,12,9,1.0,False,13,1,0.9230769230769231,0,20,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_50,0,ok,,win,11,9,1.0,False,20,9,0.55,0,19,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_50,0,ok,,win,8,9,1.0,False,8,0,1.0,0,16,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_80,0,ok,,win,8,9,1.0,False,8,0,1.0,0,16,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_80,0,ok,,loss,3,2,0.2222222222222222,True,3,0,1.0,0,5,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_80,0,ok,,loss,4,5,0.5555555555555556,True,6,2,0.6666666666666666,0,9,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_80,0,ok,,win,6,9,1.0,False,7,1,0.8571428571428571,0,14,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_80,0,ok,,win,9,9,1.0,False,10,1,0.9,0,17,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_100,0,ok,,loss,7,3,0.3333333333333333,True,8,1,0.875,0,10,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_100,0,ok,,loss,9,7,0.7777777777777778,True,10,1,0.9,0,16,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_100,0,ok,,win,9,9,1.0,False,10,1,0.9,0,17,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_100,0,ok,,win,13,9,1.0,False,14,1,0.9285714285714286,0,21,0,1.0,0,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_100,0,ok,,win,11,9,1.0,False,13,2,0.8461538461538461,0,19,0,1.0,0,,
