model,method,guesser_model,board_seed,board_style,trial,status,stage,outcome,game_length,targets_found,target_recovery_rate,assassin_hit,codemaster_attempts,codemaster_rejected,codemaster_compliance_rate,codemaster_call_failures,guesser_attempts,guesser_rejected,guesser_compliance_rate,guesser_call_failures,started_at,duration_s,terminal_error,error
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,9,dual_80,0,ok,,loss,2,1,0.1111111111111111,True,3,1,0.6666666666666666,0,3,0,1.0,0,2026-08-17T02:43:17.762173+00:00,34.259,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_0,0,ok,,loss,7,4,0.4444444444444444,True,8,1,0.875,0,11,0,1.0,0,2026-08-17T03:16:52.109538+00:00,263.105,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_0,0,ok,,loss,13,8,0.8888888888888888,True,22,9,0.5909090909090909,0,21,0,1.0,0,2026-08-17T03:19:52.058993+00:00,472.607,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_0,0,ok,,win,9,9,1.0,False,11,2,0.8181818181818182,0,17,0,1.0,0,2026-08-17T03:22:39.330377+00:00,294.68,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_0,0,ok,,loss,12,6,0.6666666666666666,True,18,6,0.6666666666666666,0,19,1,0.9473684210526315,0,2026-08-17T03:27:53.393980+00:00,369.745,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_0,0,ok,,win,13,9,1.0,False,15,2,0.8666666666666667,0,20,0,1.0,0,2026-08-17T03:32:55.500487+00:00,460.999,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_0,0,ok,,loss,4,4,0.4444444444444444,True,4,0,1.0,0,8,0,1.0,0,2026-08-17T03:36:31.523428+00:00,112.346,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_0,0,ok,,loss,6,3,0.3333333333333333,True,16,10,0.375,0,9,0,1.0,0,2026-08-17T03:40:36.499723+00:00,403.366,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,7,dual_0,0,ok,,loss,12,8,0.8888888888888888,True,19,7,0.631578947368421,0,20,0,1.0,0,2026-08-17T03:44:08.248894+00:00,842.705,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,8,dual_0,0,ok,,win,10,9,1.0,False,15,5,0.6666666666666666,0,18,0,1.0,0,2026-08-17T03:48:34.751646+00:00,589.92,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,9,dual_0,0,ok,,win,11,9,1.0,False,12,1,0.9166666666666666,0,19,0,1.0,0,2026-08-17T03:57:15.478309+00:00,401.96,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_100,0,ok,,win,11,9,1.0,False,13,2,0.8461538461538461,0,19,0,1.0,0,2026-08-17T05:22:03.369024+00:00,396.726,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_100,0,ok,,loss,7,5,0.5555555555555556,True,12,5,0.5833333333333334,0,12,0,1.0,0,2026-08-17T05:27:06.260879+00:00,468.225,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_100,0,ok,,win,13,9,1.0,False,18,5,0.7222222222222222,0,21,0,1.0,0,2026-08-17T05:30:43.820728+00:00,516.944,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_100,0,ok,,win,13,9,1.0,False,28,15,0.4642857142857143,0,21,0,1.0,0,2026-08-17T05:34:54.481433+00:00,606.738,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_100,0,ok,,win,10,9,1.0,False,11,1,0.9090909090909091,0,18,0,1.0,0,2026-08-17T05:38:57.322861+00:00,254.669,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_100,0,ok,,loss,2,0,0.0,True,2,0,1.0,0,2,0,1.0,0,2026-08-17T05:42:58.528981+00:00,43.495,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_100,0,ok,,win,6,9,1.0,False,8,2,0.75,0,14,0,1.0,0,2026-08-17T05:45:01.234554+00:00,184.096,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,7,dual_100,0,ok,,loss,9,7,0.7777777777777778,True,12,3,0.75,0,17,1,0.9411764705882353,0,2026-08-17T05:47:36.494723+00:00,260.54,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,8,dual_100,0,ok,,loss,7,4,0.4444444444444444,True,8,1,0.875,0,11,0,1.0,0,2026-08-17T05:51:30.100370+00:00,160.334,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,9,dual_100,0,ok,,loss,2,1,0.1111111111111111,True,2,0,1.0,0,3,0,1.0,0,2026-08-17T05:54:28.731493+00:00,43.677,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_50,0,ok,,loss,4,5,0.5555555555555556,True,5,1,0.8,0,9,0,1.0,0,2026-08-17T03:59:21.732716+00:00,222.487,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_50,0,ok,,win,11,9,1.0,False,15,4,0.7333333333333333,0,19,0,1.0,0,2026-08-17T04:02:14.634922+00:00,497.169,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_50,0,ok,,win,13,9,1.0,False,19,6,0.6842105263157895,0,20,0,1.0,0,2026-08-17T04:06:51.676591+00:00,682.24,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_50,0,ok,,loss,1,1,0.1111111111111111,True,2,1,0.5,0,2,0,1.0,0,2026-08-17T04:10:31.803987+00:00,26.511,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_50,0,ok,,win,10,9,1.0,False,12,2,0.8333333333333334,0,17,0,1.0,0,2026-08-17T04:12:44.200546+00:00,491.192,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_50,0,ok,,win,13,9,1.0,False,20,7,0.65,0,21,0,1.0,0,2026-08-17T04:19:14.626606+00:00,722.85,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_50,0,ok,,loss,5,4,0.4444444444444444,True,10,5,0.5,0,9,0,1.0,0,2026-08-17T04:22:07.388339+00:00,266.222,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,7,dual_50,0,ok,,win,12,9,1.0,False,17,5,0.7058823529411765,0,20,0,1.0,0,2026-08-17T04:26:33.610911+00:00,562.057,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,8,dual_50,0,ok,,win,15,9,1.0,False,18,3,0.8333333333333334,0,23,0,1.0,0,2026-08-17T04:33:44.039247+00:00,731.443,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,9,dual_50,0,ok,,loss,6,3,0.3333333333333333,True,9,3,0.6666666666666666,0,9,0,1.0,0,2026-08-17T04:39:45.617200+00:00,228.111,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_80,0,ok,,win,13,9,1.0,False,20,7,0.65,0,21,0,1.0,0,2026-08-17T04:43:58.970090+00:00,486.901,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_80,0,ok,,loss,7,4,0.4444444444444444,True,11,4,0.6363636363636364,0,11,0,1.0,0,2026-08-17T04:47:58.424612+00:00,306.889,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_80,0,ok,,loss,10,6,0.6666666666666666,True,16,6,0.625,0,16,0,1.0,0,2026-08-17T04:52:43.181412+00:00,499.554,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_80,0,ok,,win,6,9,1.0,False,7,1,0.8571428571428571,0,14,0,1.0,0,2026-08-17T04:54:59.233528+00:00,325.078,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_80,0,ok,,win,12,9,1.0,False,23,11,0.5217391304347826,0,20,0,1.0,0,2026-08-17T05:00:24.308915+00:00,628.788,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_80,0,ok,,loss,4,4,0.4444444444444444,True,6,2,0.6666666666666666,0,8,0,1.0,0,2026-08-17T05:04:18.474965+00:00,141.798,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_80,0,ok,,loss,5,3,0.3333333333333333,True,6,1,0.8333333333333334,0,8,0,1.0,0,2026-08-17T05:08:42.319450+00:00,133.902,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,7,dual_80,0,ok,,loss,11,7,0.7777777777777778,True,18,7,0.6111111111111112,0,18,0,1.0,0,2026-08-17T05:12:06.030870+00:00,519.508,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,8,dual_80,0,ok,,loss,5,4,0.4444444444444444,True,6,1,0.8333333333333334,0,8,0,1.0,0,2026-08-17T05:14:40.912965+00:00,219.352,,
meta-llama/llama-3.3-70b-instruct,translate_pipeline,anthropic/claude-haiku-4.5,9,dual_80,0,ok,,win,13,9,1.0,False,15,2,0.8666666666666667,0,20,0,1.0,0,2026-08-17T05:20:39.009966+00:00,461.186,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,0,dual_0,0,ok,,loss,10,7,0.7777777777777778,True,11,1,0.9090909090909091,0,17,0,1.0,0,2026-08-17T01:23:56.035657+00:00,152.152,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,1,dual_0,0,ok,,win,8,9,1.0,False,9,1,0.8888888888888888,0,16,0,1.0,0,2026-08-17T01:26:28.187385+00:00,145.771,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,2,dual_0,0,ok,,win,10,9,1.0,False,10,0,1.0,0,18,0,1.0,0,2026-08-17T01:29:41.846631+00:00,157.494,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,3,dual_0,0,ok,,win,17,9,1.0,False,19,2,0.8947368421052632,0,25,0,1.0,0,2026-08-17T01:33:13.375941+00:00,253.098,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,4,dual_0,0,ok,,win,12,9,1.0,False,15,3,0.8,0,20,0,1.0,0,2026-08-17T01:35:51.272731+00:00,201.463,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,5,dual_0,0,ok,,loss,6,5,0.5555555555555556,True,7,1,0.8571428571428571,0,10,0,1.0,0,2026-08-17T01:39:54.967981+00:00,90.728,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,6,dual_0,0,ok,,win,10,9,1.0,False,13,3,0.7692307692307693,0,18,0,1.0,0,2026-08-17T01:42:28.580502+00:00,171.654,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,7,dual_0,0,ok,,loss,12,8,0.8888888888888888,True,14,2,0.8571428571428571,0,20,0,1.0,0,2026-08-17T01:45:33.308370+00:00,187.227,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,8,dual_0,0,ok,,win,13,9,1.0,False,14,1,0.9285714285714286,0,21,0,1.0,0,2026-08-17T01:47:40.148547+00:00,194.498,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,9,dual_0,0,ok,,loss,6,7,0.7777777777777778,True,7,1,0.8571428571428571,0,13,0,1.0,0,2026-08-17T01:51:01.156435+00:00,108.371,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,0,dual_100,0,ok,,loss,7,3,0.3333333333333333,True,8,1,0.875,0,10,0,1.0,0,2026-08-17T02:47:45.311389+00:00,104.542,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,1,dual_100,0,ok,,loss,15,7,0.7777777777777778,True,17,2,0.8823529411764706,0,22,0,1.0,0,2026-08-17T02:51:47.694024+00:00,216.046,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,2,dual_100,0,ok,,win,12,9,1.0,False,15,3,0.8,0,20,0,1.0,0,2026-08-17T02:55:23.738098+00:00,197.261,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,3,dual_100,0,ok,,loss,9,4,0.4444444444444444,True,11,2,0.8181818181818182,0,13,0,1.0,0,2026-08-17T02:58:40.791731+00:00,130.229,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,4,dual_100,0,ok,,win,13,9,1.0,False,17,4,0.7647058823529411,0,21,0,1.0,0,2026-08-17T03:00:51.020129+00:00,207.967,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,5,dual_100,0,ok,,win,7,9,1.0,False,7,0,1.0,0,15,0,1.0,0,2026-08-17T03:04:18.985780+00:00,133.402,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,6,dual_100,0,ok,,win,13,9,1.0,False,15,2,0.8666666666666667,0,21,0,1.0,0,2026-08-17T03:08:28.108505+00:00,201.325,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,7,dual_100,0,ok,,win,11,9,1.0,False,13,2,0.8461538461538461,0,19,0,1.0,0,2026-08-17T03:10:59.961987+00:00,182.259,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,8,dual_100,0,ok,,loss,8,7,0.7777777777777778,True,13,5,0.6153846153846154,0,15,0,1.0,0,2026-08-17T03:14:02.220553+00:00,144.992,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,9,dual_100,0,ok,,win,13,9,1.0,False,15,2,0.8666666666666667,0,21,0,1.0,0,2026-08-17T03:16:23.241835+00:00,208.818,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,0,dual_50,0,ok,,loss,6,4,0.4444444444444444,True,8,2,0.75,0,10,0,1.0,0,2026-08-17T01:52:04.562291+00:00,98.212,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,1,dual_50,0,ok,,loss,9,4,0.4444444444444444,True,10,1,0.9,0,13,0,1.0,0,2026-08-17T01:53:07.938522+00:00,134.056,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,2,dual_50,0,ok,,loss,5,5,0.5555555555555556,True,7,2,0.7142857142857143,0,10,0,1.0,0,2026-08-17T01:55:48.067745+00:00,88.012,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,3,dual_50,0,ok,,loss,13,7,0.7777777777777778,True,14,1,0.9285714285714286,0,20,0,1.0,0,2026-08-17T01:58:24.649131+00:00,191.657,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,4,dual_50,0,ok,,win,12,9,1.0,False,14,2,0.8571428571428571,0,19,0,1.0,0,2026-08-17T02:01:36.306196+00:00,182.921,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,5,dual_50,0,ok,,loss,8,6,0.6666666666666666,True,13,5,0.6153846153846154,0,14,0,1.0,0,2026-08-17T02:05:04.563399+00:00,136.224,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,6,dual_50,0,ok,,win,9,9,1.0,False,13,4,0.6923076923076923,0,17,0,1.0,0,2026-08-17T02:09:37.965687+00:00,160.129,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,7,dual_50,0,ok,,win,13,9,1.0,False,19,6,0.6842105263157895,0,21,0,1.0,0,2026-08-17T02:12:32.237795+00:00,210.462,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,8,dual_50,0,ok,,loss,3,0,0.0,True,4,1,0.75,0,3,0,1.0,0,2026-08-17T02:17:31.657836+00:00,35.873,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,9,dual_50,0,ok,,loss,2,1,0.1111111111111111,True,2,0,1.0,0,3,0,1.0,0,2026-08-17T02:19:12.271627+00:00,31.298,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,0,dual_80,0,ok,,loss,9,8,0.8888888888888888,True,10,1,0.9,0,17,0,1.0,0,2026-08-17T02:21:32.240206+00:00,160.725,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,1,dual_80,0,ok,,loss,5,4,0.4444444444444444,True,5,0,1.0,0,9,0,1.0,0,2026-08-17T02:24:17.049195+00:00,85.016,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,2,dual_80,0,ok,,loss,6,7,0.7777777777777778,True,8,2,0.75,0,13,0,1.0,0,2026-08-17T02:25:42.065189+00:00,121.736,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,3,dual_80,0,ok,,win,7,9,1.0,False,8,1,0.875,0,15,0,1.0,0,2026-08-17T02:27:43.801135+00:00,133.418,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,4,dual_80,0,ok,,loss,5,2,0.2222222222222222,True,5,0,1.0,0,7,0,1.0,0,2026-08-17T02:30:37.703593+00:00,67.917,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,5,dual_80,0,ok,,win,10,9,1.0,False,10,0,1.0,0,18,0,1.0,0,2026-08-17T02:33:32.446468+00:00,169.48,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,6,dual_80,0,ok,,loss,7,6,0.6666666666666666,True,8,1,0.875,0,12,0,1.0,0,2026-08-17T02:36:16.254574+00:00,112.911,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,7,dual_80,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,2,0,1.0,0,2026-08-17T02:38:09.165306+00:00,16.986,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,8,dual_80,0,ok,,win,13,9,1.0,False,16,3,0.8125,0,21,0,1.0,0,2026-08-17T02:40:40.663348+00:00,205.023,,
openai/gpt-4o-mini,strong_hebrew,anthropic/claude-haiku-4.5,9,dual_80,0,ok,,win,13,9,1.0,False,16,3,0.8125,0,21,0,1.0,0,2026-08-17T02:43:59.068393+00:00,205.175,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_0,0,ok,,loss,1,2,0.2222222222222222,True,2,1,0.5,0,3,0,1.0,0,2026-08-17T03:18:33.568362+00:00,26.87,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_0,0,ok,,loss,3,4,0.4444444444444444,True,4,1,0.75,0,7,0,1.0,0,2026-08-17T03:21:15.212353+00:00,67.054,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_0,0,ok,,loss,5,5,0.5555555555555556,True,5,0,1.0,0,10,0,1.0,0,2026-08-17T03:27:34.025973+00:00,100.756,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_0,0,ok,,win,13,9,1.0,False,20,7,0.65,0,21,0,1.0,0,2026-08-17T03:29:47.822054+00:00,220.477,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_0,0,ok,,win,13,9,1.0,False,17,4,0.7647058823529411,0,21,0,1.0,0,2026-08-17T03:33:50.222263+00:00,213.564,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_0,0,ok,,win,9,9,1.0,False,12,3,0.75,0,16,0,1.0,0,2026-08-17T03:38:23.869859+00:00,164.44,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_0,0,ok,,win,6,9,1.0,False,9,3,0.6666666666666666,0,13,0,1.0,0,2026-08-17T03:42:03.393084+00:00,124.856,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,7,dual_0,0,ok,,loss,4,3,0.3333333333333333,True,7,3,0.5714285714285714,0,7,0,1.0,0,2026-08-17T03:47:19.866239+00:00,74.885,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,8,dual_0,0,ok,,win,10,9,1.0,False,15,5,0.6666666666666666,0,18,0,1.0,0,2026-08-17T03:54:19.533346+00:00,175.945,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,9,dual_0,0,ok,,loss,3,4,0.4444444444444444,True,3,0,1.0,0,6,0,1.0,0,2026-08-17T03:58:24.671182+00:00,57.063,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_100,0,ok,,loss,1,1,0.1111111111111111,True,2,1,0.5,0,2,0,1.0,0,2026-08-17T05:23:14.568486+00:00,20.157,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_100,0,ok,,loss,7,4,0.4444444444444444,True,11,4,0.6363636363636364,0,11,0,1.0,0,2026-08-17T05:28:40.091414+00:00,123.73,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_100,0,ok,,win,12,9,1.0,False,18,6,0.6666666666666666,0,20,0,1.0,0,2026-08-17T05:34:33.213901+00:00,213.155,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_100,0,ok,,loss,6,3,0.3333333333333333,True,6,0,1.0,0,9,0,1.0,0,2026-08-17T05:38:06.367458+00:00,88.252,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_100,0,ok,,win,11,9,1.0,False,16,5,0.6875,0,19,0,1.0,0,2026-08-17T05:39:34.619033+00:00,203.891,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_100,0,ok,,win,14,9,1.0,False,19,5,0.7368421052631579,0,22,0,1.0,0,2026-08-17T05:43:42.023708+00:00,234.246,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_100,0,ok,,loss,2,2,0.2222222222222222,True,3,1,0.6666666666666666,0,4,0,1.0,0,2026-08-17T05:46:58.015055+00:00,38.48,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,7,dual_100,0,ok,,loss,8,5,0.5555555555555556,True,11,3,0.7272727272727273,0,13,0,1.0,0,2026-08-17T05:49:36.265966+00:00,141.345,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,8,dual_100,0,ok,,win,14,9,1.0,False,23,9,0.6086956521739131,0,22,0,1.0,0,2026-08-17T05:51:57.610493+00:00,249.277,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,9,dual_100,0,ok,,loss,7,4,0.4444444444444444,True,9,2,0.7777777777777778,0,11,0,1.0,0,2026-08-17T05:55:18.924860+00:00,108.508,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_50,0,ok,,loss,9,3,0.3333333333333333,True,13,4,0.6923076923076923,0,12,0,1.0,0,2026-08-17T04:01:22.464634+00:00,141.984,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_50,0,ok,,win,11,9,1.0,False,12,1,0.9166666666666666,0,19,0,1.0,0,2026-08-17T04:03:44.448870+00:00,188.543,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_50,0,ok,,loss,10,6,0.6666666666666666,True,14,4,0.7142857142857143,0,16,0,1.0,0,2026-08-17T04:08:15.916909+00:00,170.523,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_50,0,ok,,loss,6,3,0.3333333333333333,True,7,1,0.8571428571428571,0,9,0,1.0,0,2026-08-17T04:11:06.439786+00:00,97.76,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_50,0,ok,,win,10,9,1.0,False,14,4,0.7142857142857143,0,18,0,1.0,0,2026-08-17T04:16:10.241138+00:00,184.385,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_50,0,ok,,loss,5,3,0.3333333333333333,True,6,1,0.8333333333333334,0,8,0,1.0,0,2026-08-17T04:20:45.547883+00:00,81.84,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_50,0,ok,,loss,8,3,0.3333333333333333,True,12,4,0.6666666666666666,0,11,0,1.0,0,2026-08-17T04:23:55.948284+00:00,123.691,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,7,dual_50,0,ok,,win,12,9,1.0,False,19,7,0.631578947368421,0,20,0,1.0,0,2026-08-17T04:30:06.601378+00:00,217.456,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,8,dual_50,0,ok,,win,12,9,1.0,False,19,7,0.631578947368421,0,20,0,1.0,0,2026-08-17T04:35:55.647297+00:00,216.846,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,9,dual_50,0,ok,,win,11,9,1.0,False,14,3,0.7857142857142857,0,19,0,1.0,0,2026-08-17T04:43:04.104541+00:00,190.689,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_80,0,ok,,loss,6,6,0.6666666666666666,True,7,1,0.8571428571428571,0,12,0,1.0,0,2026-08-17T04:46:01.831590+00:00,116.593,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_80,0,ok,,loss,1,1,0.1111111111111111,True,2,1,0.5,0,2,0,1.0,0,2026-08-17T04:52:05.867885+00:00,21.473,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_80,0,ok,,win,9,9,1.0,False,11,2,0.8181818181818182,0,17,0,1.0,0,2026-08-17T04:53:07.899161+00:00,167.531,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_80,0,ok,,win,9,9,1.0,False,15,6,0.6,0,17,0,1.0,0,2026-08-17T04:58:12.051309+00:00,174.037,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_80,0,ok,,win,10,9,1.0,False,15,5,0.6666666666666666,0,18,0,1.0,0,2026-08-17T05:01:06.087021+00:00,192.389,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_80,0,ok,,win,8,9,1.0,False,9,1,0.8888888888888888,0,16,0,1.0,0,2026-08-17T05:06:48.915936+00:00,158.427,,
openai/gpt-4o-mini,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_80,0,ok,,loss,10,6,0.6666666666666666,True,14,4,0.7142857142857143,0,16,0,1.0,0,2026-08-17T05:10:53.083819+00:00,169.365,,
